"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/s3pniDBtG52O26WySm6HY0YLVWh.jpg","18, 36, 10749",274109,"es","Palmeras en la nieve","Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",3.546,"/iIVqgTKbqt24bUTzMlyRX8kB1Ac.jpg","2015-12-25","Palm Trees in the Snow",FALSE,7.392,530
FALSE,"/vIOqw0OBXpSeAxBVYwWqCMrcda8.jpg","28, 18, 36, 10752",14433,"en","Zulu","In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",3.563,"/43ddKmYjzNrvS7xvHVwtq03N6xP.jpg","1964-01-22","Zulu",FALSE,7.4,525
FALSE,"/8p6HdiVBzuOrGZQfNaxkeLXmr9u.jpg","18, 10402, 10749",5723,"en","Once","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",4.075,"/pNrBQVwYbdnipkBq1HXl52UIePq.jpg","2007-03-23","Once",FALSE,7.4,1324
FALSE,"/3tWw50B1xXlCnJ9A7NX4nNzZF4j.jpg","18, 35",350,"en","The Devil Wears Prada","Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",7.76,"/1LwW0W0Zyik00OmQPTnCUjmCh1C.jpg","2006-06-29","The Devil Wears Prada",FALSE,7.4,12204
FALSE,"/x7y8ezKtU1vRInk0dmbvDoKgJ8u.jpg","18, 35, 10749",2898,"en","As Good as It Gets","Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",3.808,"/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg","1997-12-19","As Good as It Gets",FALSE,7.391,3826
FALSE,"/ygiO8LyMEcHa8dwg0aLCpybPlP0.jpg","35, 18",290762,"en","Miss You Already","The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.",3.535,"/eQ9ra8OrZML5w9A4yib8tscgDbY.jpg","2015-09-12","Miss You Already",FALSE,7.4,669
FALSE,"/p4keiuSSV4Vs3QideuXFPlGwRp4.jpg","18, 35",39356,"en","Boy","Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",3.861,"/jOcwOnCwTbCvJm7jAbeSo4Jgv0H.jpg","2010-03-25","Boy",FALSE,7.393,427
FALSE,"/mO5CX6zdT4dKeuyfxJMnL1hNOOG.jpg","18",26638,"it","Il deserto rosso","In an industrializing Italian town, a married woman, rendered mentally unstable after a traffic accident, drifts into an affair with a friend of her husband.",3.537,"/rGcTVdyhaGzMxPPRVApXre6F7SD.jpg","1964-09-04","Red Desert",FALSE,7.39,462
FALSE,"/qiM17hAw2jmvqWdzjtnSrqEw9Gm.jpg","14, 35, 10751, 10770",809107,"en","Z-O-M-B-I-E-S 3","Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition.",3.557,"/d77E4mv8FvqPsTunLNNvqiX7Hd4.jpg","2022-07-09","Z-O-M-B-I-E-S 3",FALSE,7.4,396
FALSE,"/o1JapnInSBCgedfWnj15ytjGC70.jpg","18",519010,"es","Dolor y gloria","Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation.",3.875,"/cMlueArJXXwZbeLpb4NhC3pxmBk.jpg","2019-03-22","Pain and Glory",FALSE,7.4,1796
FALSE,"/cS45swrlrTJijH1RblBLe8LlW2p.jpg","80, 18, 53",37094,"en","Falling Down","An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.",3.626,"/7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg","1993-02-26","Falling Down",FALSE,7.4,3717
FALSE,"/l7JoZghpEh7rfzc5eRKKUzlv3BY.jpg","80, 18",13199,"en","American Me","During his 18 years in Folsom Prison, street-gang leader Santana rules over all the drug-and-murder activities behind bars. Upon his release, Santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. But his old gang buddies force him back into his old habits.",3.53,"/mrcdh66L6K1Nb5xPORuZufvE9aE.jpg","1992-03-13","American Me",FALSE,7.4,364
FALSE,"/c2O99arhWcuLexMHiuRfSuDMpYm.jpg","18, 10749",713,"en","The Piano","When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",3.804,"/rx8RKXn8OtuS6lqloYsjyrGOUp4.jpg","1993-05-18","The Piano",FALSE,7.4,1515
FALSE,"/7jaNOECZG8uS1tlq69HsY5xY8P9.jpg","28, 10752, 36",855,"en","Black Hawk Down","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",4.59,"/imGygQbmuc7gC1JZiAVhJLsUWXq.jpg","2001-12-28","Black Hawk Down",FALSE,7.4,5844
FALSE,"/6vXnGv5ly9leE6QGBRCzrUuG2tG.jpg","53, 80, 18",17136,"en","The Woman in the Window","A seductive woman gets an innocent professor mixed up in murder.",3.531,"/i8jDpAWByVYaQZJXbsg8XqDOF5y.jpg","1944-10-25","The Woman in the Window",FALSE,7.387,349
FALSE,"/jEuwsmFS8JPzkDIhRL3B2BVYbU4.jpg","12, 28, 53, 878",8810,"en","Mad Max 2","Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",3.186,"/lxu9OPfkVHLdWTkOPJGVSjNHhfq.jpg","1981-12-24","Mad Max 2",FALSE,7.4,3820
FALSE,"/vkIJ2QgcKMJRvi6pBW4Tr2kgLdy.jpg","53, 28, 80",637534,"fr","BAC Nord","A police brigade works in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",3.551,"/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg","2021-08-18","The Stronghold",FALSE,7.386,1312
FALSE,"/2kqmEQZqime0G3ULgrKtAq3WVdH.jpg","18",45317,"en","The Fighter","Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",4.426,"/xfsFerGhO1h6rLk8vwLgMyQ8WVJ.jpg","2010-12-10","The Fighter",FALSE,7.386,4406
FALSE,"/xDmJk9zQVsTKwNzHeKySoCguAk5.jpg","16, 12, 14",39148,"ja","ドラゴンボール 最強への道","A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",4.069,"/eZkTQ4epHmVygmNnUCGAOzFqQH9.jpg","1996-03-04","Dragon Ball: The Path to Power",FALSE,7.383,362
FALSE,"/s1A9CKeoKglWDdQFRl9aC8wa3Zj.jpg","16, 35, 18, 10751",9662,"fr","Les Triplettes de Belleville","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",3.611,"/enw6C4fDw88g0nOQgIJXjgH3NHi.jpg","2003-06-11","The Triplets of Belleville",FALSE,7.4,951
FALSE,"/y6jpd3c1UFoouBmIVWZMCGVyQmS.jpg","18",374461,"en","Mr. Church","A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",3.549,"/lZSsoVeBi9wTI8fyWz1DRkxoWl1.jpg","2016-09-16","Mr. Church",FALSE,7.4,472
FALSE,"/oxQJT3CCwxRRDgnPUZvT6xmts61.jpg","28, 35",11230,"cn","醉拳","After getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist.",3.829,"/cf43J2SH8tECZVl9N5n0Q6Ckche.jpg","1978-10-05","Drunken Master",FALSE,7.4,973
FALSE,"/6ITVHoipvxAS8luzKtHTbPaHLtT.jpg","18, 10749",153,"en","Lost in Translation","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",4.201,"/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg","2003-09-18","Lost in Translation",FALSE,7.385,7452
FALSE,"/wawIfsBlzgZYtHrBn8RUtGIZTgF.jpg","16, 10751, 12, 35",675445,"en","PAW Patrol: The Movie","Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.",3.763,"/jXavWyam2VPR6bOhLwwuP3K2Hw4.jpg","2021-08-09","PAW Patrol: The Movie",FALSE,7.4,1224
FALSE,"/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg","28, 35, 80, 53, 12",573435,"en","Bad Boys: Ride or Die","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",14.946,"/oGythE98MYleE6mZlGs5oBGkux1.jpg","2024-06-05","Bad Boys: Ride or Die",FALSE,7.4,2793
FALSE,"/iRl2k4TMhfESV2W3ygu3OmIVVwh.jpg","18, 36",339380,"en","On the Basis of Sex","Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.",3.552,"/izY9Le3QWtu7xkHq7bjJnuE5yGI.jpg","2018-12-25","On the Basis of Sex",FALSE,7.384,1038
FALSE,"/dsMqUvdYGeXSky9cQO26JJOhFZa.jpg","35, 18",25403,"it","Caro diario","Nanni Moretti recalls in his diary three slice of life stories characterized by a sharply ironic look: in the first one he wanders through a deserted Rome, in the second he visits a reclusive friend on an island, and in the last he has to grapple with an unknown illness.",3.53,"/3BV4iLXqPdcQzfKpLVaLuWdRY25.jpg","1993-10-12","Dear Diary",FALSE,7.4,472
FALSE,"/yhuBrbokvMY8g9eLZ82GFeondIA.jpg","16, 18, 10749",15080,"ja","おもひでぽろぽろ","In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",4.039,"/tOSnFE9e82iH3ZAzSTtuOkBsabJ.jpg","1991-07-20","Only Yesterday",FALSE,7.383,1116
FALSE,"/2NU8w8djgX6SzLrg7rN6yMXWAzC.jpg","18",7863,"en","Shine","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",3.538,"/cbmThowj2XAW7lKlMAXmnhZvjGI.jpg","1996-08-15","Shine",FALSE,7.384,657
FALSE,"/3yYNJeR6JynSE3Y1AfVIJQ6g3UX.jpg","35",427,"fr","Mon oncle","Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",3.533,"/wH6RyPiXFy8INLbViVkchLVOmBc.jpg","1958-05-10","Mon Oncle",FALSE,7.4,553
FALSE,"/m0CrcOOSUK6Ylf0pkGfGX0BdDq7.jpg","18",414425,"en","Mudbound","In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",3.544,"/tf21kSKepMOlnorszWaiFwksKU4.jpg","2017-11-16","Mudbound",FALSE,7.383,1231
FALSE,"/bl1z0iVr2CQeSNsRR4scYYHeNZf.jpg","28, 27, 18",276624,"ja","アイアムアヒーロー","Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.",3.544,"/4RnmHtCLtbBHD9jagVlcSzJTWX6.jpg","2016-04-23","I Am a Hero",FALSE,7.383,436
FALSE,"/so5jtbB00IiW3dKbeI5JTdGNmK2.jpg","18, 35",111969,"en","Stuck in Love","An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",3.792,"/byic4VFVrpPyjDWK54CcsxYWW85.jpg","2013-06-14","Stuck in Love",FALSE,7.383,1928
FALSE,"/yHvrxPiFbO93ms8yvpGcwIuxUiP.jpg","35, 18, 10749",14736,"en","Love & Basketball","Monica Wright and Quincy McCall grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball.  As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",3.531,"/zNZWNX19FZ5QyedprVM0ldsXFiP.jpg","2000-04-21","Love & Basketball",FALSE,7.4,435
FALSE,"/koSWhCzMJfJOramu4KD0ZZifqpi.jpg","10749, 35",621,"en","Grease","Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",4.002,"/czVhhAaSBFpakur7U8pOIDV9NUG.jpg","1978-07-07","Grease",FALSE,7.383,7297
FALSE,"/ht9AsOpiaCAoW6zbwf2BAxG6jLV.jpg","18, 80, 53",22803,"en","Law Abiding Citizen","A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.",4.759,"/wqFq0wzRbuqnQfJJ14aXp36D3BD.jpg","2009-10-15","Law Abiding Citizen",FALSE,7.382,5230
FALSE,"/sZIJkZPKySo398Me4HLeUM7eCy0.jpg","16, 28, 14",20982,"ja","劇場版 NARUTO -ナルト- 疾風伝","Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",3.773,"/vDkct38sSFSWJIATlfJw0l3QOIR.jpg","2007-08-04","Naruto Shippuden the Movie",FALSE,7.382,1013
FALSE,"/mhpDSuNyHPMsccI7zISEaskTgOQ.jpg","28, 36, 10749, 10752",9361,"en","The Last of the Mohicans","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",3.883,"/qzJMPWRtZveBkxXOv3ucWhoJuyj.jpg","1992-08-26","The Last of the Mohicans",FALSE,7.382,3134
FALSE,"/gIq1TeEkBcqGS9mJioPglKEptH5.jpg","16, 14, 12",876792,"ja","劇場版 転生したらスライムだった件 紅蓮の絆編","A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!",3.614,"/xITip9n9uMAUA0TU6niMXU2tbh0.jpg","2022-11-25","That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond",FALSE,7.4,405
FALSE,"/rENYZSx6HFME7YLbbY0qGYayL7F.jpg","9648, 18, 53",491584,"ko","버닝","Deliveryman Jong-su is out on a job when he runs into Hae-mi, a girl who once lived in his neighborhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return, she introduces to Jong-su an enigmatic young man named Ben, who she met during her trip. One day Ben tells Jong-su about his most unusual hobby.",3.548,"/kXiF80o74fE9gf3Utf9moAI7ar0.jpg","2018-05-17","Burning",FALSE,7.4,1631
FALSE,"/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg","27, 18, 14",628,"en","Interview with the Vampire","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",3.943,"/2162lAT2MP36MyJd2sttmj5du5T.jpg","1994-11-11","Interview with the Vampire",FALSE,7.38,5953
FALSE,"/vbRZ6KiKfuzBoxW0ZPdYTyqgFfF.jpg","18",484751,"fr","Sauver ou périr","Franck is a firefighter in Paris. He saves people. He lives at the station with his wife, who is about to have twins. He’s happy. During a call out to a fire, he puts himself in danger, to save his men. He’s going to have to learn to live again and accept to be the one being saved, this time.",3.539,"/mt9Knw6Cau64d9JZJwOM3LtlXW2.jpg","2018-11-28","Through the Fire",FALSE,7.4,676
FALSE,"/phv4nTeSViYfabikRB6oVjceIbG.jpg","35, 27",46838,"en","Tucker and Dale vs. Evil","Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",3.794,"/8shwLEDzajJGSfLgbpac8x8xn1U.jpg","2010-01-22","Tucker and Dale vs. Evil",FALSE,7.379,2818
FALSE,"/czfbhgM0cjFqPt4ARofDKgRHCyj.jpg","18, 10749",5967,"fr","Les Parapluies de Cherbourg","This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",3.537,"/tAgTf64XKK5ir7w5C7dnB53jWWG.jpg","1964-02-19","The Umbrellas of Cherbourg",FALSE,7.4,800
FALSE,"/ysYBfA0VcbJic9CURRmR1QwWaKw.jpg","28, 12, 53",1669,"en","The Hunt for Red October","A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",3.89,"/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg","1990-03-02","The Hunt for Red October",FALSE,7.4,3341
FALSE,"/gl3RKxaM65gyrvRoG3MffTYBoo5.jpg","27, 9648, 53",476299,"en","Ghostland","A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...",3.645,"/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg","2018-03-14","Ghostland",FALSE,7.378,2466
FALSE,"/4zJ9w3lZcZI3mBXcNiq6s8bqpDO.jpg","18, 10749, 80",2786,"fr","Pierrot le fou","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",3.794,"/i124H6iQB4CawrgFW9aZaZs7OBO.jpg","1965-11-05","Pierrot le Fou",FALSE,7.4,868
FALSE,"/egKntJKzEL6HgalIyQ0Q5cMmDOA.jpg","53, 80, 9648",65754,"en","The Girl with the Dragon Tattoo","Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",4.063,"/vbLedKc1BUF4FOH1GyHW62FulCc.jpg","2011-12-14","The Girl with the Dragon Tattoo",FALSE,7.4,7077
FALSE,"/u8EQqjCeaYDkgACV4mMfkPHLqpP.jpg","18, 36",18988,"en","The Lion in Winter","Henry II and his estranged queen battle over the choice of an heir.",3.789,"/yMgJnZADJObzfjA70ygXJkjnrFX.jpg","1968-08-20","The Lion in Winter",FALSE,7.368,355
FALSE,"/zpVMWiNJgcwHB0zIMGjXQMnSKPZ.jpg","18",10024,"en","My Sister's Keeper","Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",3.999,"/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg","2009-06-26","My Sister's Keeper",FALSE,7.376,2121
FALSE,"/1Cuaush5VwesuZJzJRy2ptfalCh.jpg","10751, 14, 35, 12",2899,"fr","Astérix & Obélix : Mission Cléopâtre","The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix.",4.415,"/iTzZHVEnG7ShDsaP4WPDhEuRuP0.jpg","2002-01-30","Asterix & Obelix: Mission Cleopatra",FALSE,7.377,3554
FALSE,"/osVUxxcXnJd9tqSRZBk4RxVl0As.jpg","35",1542,"en","Office Space","A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",3.932,"/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg","1999-02-19","Office Space",FALSE,7.376,3056
FALSE,"/4t8IXJF4umwCfbdpeKLvlN3zkKp.jpg","10749, 18",1100099,"en","We Live in Time","An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",7.856,"/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg","2024-10-10","We Live in Time",FALSE,7.37,706
FALSE,"/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg","28, 12, 878",284054,"en","Black Panther","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",8.16,"/uxzzxijgPIY7slzFvMotPv8wjKA.jpg","2018-02-13","Black Panther",FALSE,7.375,22421
FALSE,"/mcoZV42CxmW07Ob8ynDuZ7wKZSr.jpg","18, 36, 10749",88273,"da","En kongelig affære","A young queen falls in love with her physician, and they start a revolution that changes their nation forever.",3.787,"/AafVGIirBlCw8Whb4DSPSLX9nGW.jpg","2012-03-29","A Royal Affair",FALSE,7.375,882
FALSE,"/4rsomWxlqnHt3muGYK06auhOib6.jpg","10749, 18, 35",818647,"es","A través de mi ventana","Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",7.122,"/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg","2022-02-04","Through My Window",FALSE,7.374,3203
FALSE,"/yRKyJJYIzfeiVDHBe4LXguPQCvD.jpg","14, 35",4011,"en","Beetlejuice","A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.",5.503,"/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg","1988-03-30","Beetlejuice",FALSE,7.374,7799
FALSE,"/6Az6HzYABUzoPft2576gKP2YUmg.jpg","16, 35, 10751, 10749",673595,"en","Maggie Simpson in ""Playdate with Destiny""","When Maggie Simpson is rescued by a cute young baby from playground peril, it's girl meets boy, girl loses boy, guess what happens next?",3.544,"/k6fgOq7wPKujibXGWYlcIBgkcwQ.jpg","2020-02-29","Maggie Simpson in ""Playdate with Destiny""",FALSE,7.4,355
FALSE,"/umRu7cN3wIf1kRbCdhQkx6cVGZN.jpg","10751, 35, 18",508570,"en","The One and Only Ivan","A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.",3.811,"/wDOyGAiTaXvjKGmnmXsoFO7zItt.jpg","2020-08-21","The One and Only Ivan",FALSE,7.4,588
FALSE,"/uQNB6ccHv4uR21643xqyhK5Dk6W.jpg","28, 53, 10752, 12",460555,"zh","红海行动","A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",3.638,"/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg","2018-02-16","Operation Red Sea",FALSE,7.373,390
FALSE,"/hQyuTd670x8q1751XJ4a2s9zT5d.jpg","18",303483,"fr","Les Héritiers","At Léon Blum High School in Créteil, France, a history teacher decides to have her weakest 10th grade class participate in a national history competition.",3.535,"/dHGRwKIDyrMjudTp1BlBKxe4Gvq.jpg","2014-12-03","Once in a Lifetime",FALSE,7.4,319
FALSE,"/txzQ45okJz2fLUQTClCr2Vuk9Nt.jpg","16, 35, 878, 10770",7249,"en","Futurama: Bender's Big Score","The Planet Express crew return from cancellation, only to be robbed blind by hideous ""sprunging"" scam artists.  Things go from bad to worse when the scammers hack Bender, start traveling through time, and take Earth over entirely!  Will the crew be able to save the day, or will Bender's larcenous tendencies and their general incompetence doom them all?",3.537,"/bmVE90IHvx4uXQgtbRtu4RyMWpt.jpg","2007-11-27","Futurama: Bender's Big Score",FALSE,7.4,695
FALSE,"/tSUqLCAxaQbxkIZl4kJ3tOQOpla.jpg","80, 18, 53",1645,"en","A Time to Kill","A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",3.583,"/w8UCke112E9jrhjKcwG32kyhTx5.jpg","1996-07-24","A Time to Kill",FALSE,7.4,2587
FALSE,"/vFhxd3Z1zaV3Yu5XLpvWzSxJCe8.jpg","18, 10749",1245,"en","The Remains of the Day","A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.",3.786,"/uDGDtqSvuch324WnM7Ukdp1bCAQ.jpg","1993-11-05","The Remains of the Day",FALSE,7.4,1338
